# Simulation 2 (Up to date)
# 276 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Position parallel to wind (​),Position upwind (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.3003,46.412,47.975,-17.242,48.098,17.242,2.4002,0.0028014,3.4301,0.14224,45,3.0567e-5,9.8061,0.30856,4.3818e-6,-4.2801,-0.003747,60.962,0,0.0012345,1.9699e-5,31.871,24.069,3.1209,0.14193,1382425,0,0.45112,0.64619,0.64638,0.43104,0.092533,0.12262,0.06456,0.2013,1.8115e-4,0,0,0,0,-1.8638e-4,2.5,4.9087,83.199,0.0020929,NaN,14.7,1007.8,340.21,0.024537,0.077907,1.1736e-4,2.4002
1.3248,47.584,47.554,-17.108,47.677,17.109,2.4843,0.0028592,3.4266,0.17386,45,3.1638e-5,9.8061,0.29707,4.9453e-6,-0.28781,-0.0012743,60.962,0,0.0012345,1.9699e-5,31.875,24.069,3.1223,0.1407,1370342,0,0.44324,0.64611,0.64629,0.43105,0.092487,0.12257,0.062132,0.19422,3.3276e-4,0,0,0,0,-8.5754e-7,2.5,4.9087,83.142,0.0013831,NaN,14.69,1007.7,340.2,0.02588,0.078302,1.2397e-4,2.4843
1.3507,48.809,47.113,-16.944,47.237,16.949,2.5729,0.0029108,3.4194,0.40887,45,3.2766e-5,9.806,0.1916,4.8922e-6,3.0575,-0.0041736,60.962,0,0.0012345,1.9699e-5,31.907,24.069,3.1352,0.13942,1357699,0,0.43501,0.64603,0.64611,0.43107,0.092439,0.12253,0.039946,0.12559,-2.7452e-4,0,0,0,0,9.8567e-5,2.5,4.9087,83.182,0.0011085,NaN,14.68,1007.5,340.2,0.03882,0.078592,1.3071e-4,2.5729
1.3895,50.625,46.46,-16.691,46.584,16.713,2.7053,0.0029723,3.3951,0.85098,45,3.4451e-5,9.806,0.021453,4.3585e-6,-4.7809,-0.015016,60.962,0,0.0012345,1.9699e-5,31.96,24.069,3.1563,0.1375,1338831,0,0.42292,0.64592,0.64592,0.43109,0.092368,0.12246,0.0044497,0.014316,1.216e-4,0,0,0,0,-2.4778e-4,2.5,4.9087,83.348,0.0022334,NaN,14.67,1007.3,340.19,0.05,0.078856,1.4034e-4,2.7053
1.4395,52.928,45.633,-16.392,45.755,16.445,2.8737,0.0030435,3.3391,1.3248,45,3.6597e-5,9.806,0.26431,7.9807e-6,-0.95117,-0.0088425,60.962,0,0.0012345,1.9699e-5,31.884,24.069,3.126,0.13508,1314988,0,0.40804,0.64577,0.64591,0.43112,0.09228,0.12237,0.05522,0.17231,-4.5152e-5,0,0,0,0,-1.0163e-5,2.5,4.9087,83.514,0.0056329,NaN,14.66,1007,340.18,0.031669,0.079141,1.5265e-4,2.8737
1.4712,54.365,45.117,-16.248,45.237,16.295,2.9788,0.0030979,3.2974,1.2329,45,3.7934e-5,9.806,0.2333,8.2884e-6,3.049,-0.012305,60.962,0,0.0012345,1.9699e-5,31.894,24.069,3.1297,0.13355,1.3e6,0,0.39873,0.64568,0.64579,0.43114,0.092225,0.12232,0.048693,0.15203,-1.8575e-4,0,0,0,0,1.0683e-4,2.5,4.9087,83.48,0.007724,NaN,14.65,1006.9,340.17,0.036725,0.07944,1.6106e-4,2.9788
1.5079,56.011,44.522,-16.114,44.641,16.137,3.0991,0.0031801,3.2587,0.87423,45,3.9467e-5,9.806,0.065185,1.0464e-5,5.6099,-0.040848,60.962,0,0.0012345,1.9699e-5,31.946,24.069,3.1506,0.1318,1282684,0,0.38812,0.64558,0.64559,0.43116,0.092163,0.12226,0.013536,0.041958,-1.4451e-4,0,0,0,0,3.7138e-4,2.5,4.9087,83.308,0.0078129,NaN,14.64,1006.7,340.17,0.05,0.079673,1.7201e-4,3.0991
1.5579,58.217,43.721,-15.926,43.84,15.935,3.2612,0.0033135,3.225,0.53831,45,4.1531e-5,9.806,0.10502,1.1637e-5,-4.8205,-0.016923,60.962,0,0.0012345,1.9699e-5,31.933,24.069,3.1455,0.12946,1259667,0,0.37429,0.64544,0.64547,0.43118,0.092082,0.12218,0.021834,0.069282,4.0926e-4,0,0,0,0,-2.8423e-4,2.5,4.9087,83.033,0.0058436,NaN,14.62,1006.4,340.16,0.05,0.079986,1.886e-4,3.2612
1.6079,60.383,42.931,-15.702,43.049,15.713,3.4217,0.0034494,3.1963,0.58574,45,4.3575e-5,9.806,0.08034,1.1958e-5,-2.918,-0.0027256,60.962,0,0.0012345,1.9699e-5,31.94,24.069,3.1484,0.12718,1237253,0,0.36106,0.64532,0.64533,0.43121,0.092004,0.1221,0.016689,0.05282,3.0651e-4,0,0,0,0,-1.0792e-4,2.5,4.9087,82.844,0.0023363,NaN,14.61,1006.2,340.15,0.05,0.080211,2.06e-4,3.4217
1.6579,62.51,42.151,-15.5,42.27,15.507,3.5809,0.0035608,3.1709,0.47281,45,4.5602e-5,9.806,0.13515,1.5837e-5,-0.43763,-0.0053375,60.962,0,0.0012345,1.9699e-5,31.923,24.069,3.1415,0.12488,1214658,0,0.34798,0.64519,0.64522,0.43123,0.091927,0.12203,0.028119,0.088484,-3.1049e-4,0,0,0,0,-2.5178e-6,2.5,4.9087,82.758,-8.556e-4,NaN,14.59,1005.9,340.14,0.05,0.080497,2.2254e-4,3.5809
1.7079,64.598,41.381,-15.27,41.5,15.284,3.7388,0.0036336,3.1443,0.63416,45,4.7613e-5,9.806,0.031851,1.8178e-5,1.5088,-0.022584,60.962,0,0.0012345,1.9699e-5,31.955,24.069,3.1543,0.12262,1192473,0,0.33534,0.64507,0.64507,0.43126,0.091853,0.12195,0.006606,0.020523,3.2876e-4,0,0,0,0,3.1041e-5,2.5,4.9087,82.792,-0.001265,NaN,14.58,1005.7,340.13,0.05,0.080771,2.371e-4,3.7388
1.7579,66.648,40.624,-15.037,40.742,15.064,3.895,0.0036709,3.1041,0.89696,45,4.9603e-5,9.806,0.13933,1.5866e-5,-0.046269,-0.0070732,60.962,0,0.0012345,1.9699e-5,31.921,24.069,3.1408,0.12041,1170776,0,0.32325,0.64495,0.64499,0.43128,0.091782,0.12188,0.028989,0.091099,-2.8491e-4,0,0,0,0,-3.0274e-8,2.5,4.9087,82.844,0.0011588,NaN,14.57,1005.4,340.13,0.05,0.08103,2.4956e-4,3.895
1.8079,68.661,39.876,-14.87,39.994,14.884,4.0492,0.0036957,3.0654,0.64305,45,5.1566e-5,9.806,0.0021056,1.4926e-5,1.3273,-0.057697,60.962,0,0.0012345,1.9699e-5,31.964,24.069,3.1578,0.11817,1148812,0,0.31119,0.64483,0.64483,0.4313,0.091711,0.12182,4.3628e-4,0.0012541,4.466e-4,0,0,0,0,2.5868e-5,2.5,4.9087,82.804,0.0033328,NaN,14.55,1005.2,340.12,0.05,0.08137,2.6119e-4,4.0492
1.8579,70.636,39.137,-14.697,39.255,14.705,4.2018,0.0037255,3.0383,0.49999,45,5.351e-5,9.806,0.076301,1.6199e-5,-0.34388,0.0024156,60.962,0,0.0012345,1.9699e-5,31.94,24.069,3.1484,0.11598,1127264,0,0.29962,0.64472,0.64473,0.43133,0.091643,0.12175,0.015844,0.050062,-3.2059e-4,0,0,0,0,-1.8028e-6,2.5,4.9087,82.758,0.0059066,NaN,14.54,1005,340.11,0.05,0.081676,2.7321e-4,4.2018
1.9079,72.575,38.407,-14.491,38.525,14.507,4.353,0.0037725,3.0078,0.68935,45,5.5435e-5,9.806,0.060556,1.697e-5,0.35891,-3.5032e-5,60.962,0,0.0012345,1.9699e-5,31.945,24.069,3.1503,0.11385,1106443,0,0.28863,0.64461,0.64462,0.43135,0.091578,0.12169,0.012569,0.040083,-3.3688e-4,0,0,0,0,2.0377e-6,2.5,4.9087,82.747,0.0064062,NaN,14.53,1004.7,340.1,0.05,0.08201,2.8661e-4,4.353
1.9579,74.477,37.687,-14.321,37.804,14.334,4.5025,0.0038339,2.9744,0.62457,45,5.7342e-5,9.806,0.031487,1.7822e-5,1.2609,-0.0014185,60.962,0,0.0012345,1.9699e-5,31.954,24.069,3.1538,0.11173,1085571,0,0.27783,0.6445,0.64451,0.43137,0.091515,0.12162,0.006529,0.020697,-3.7145e-4,0,0,0,0,2.6117e-5,2.5,4.9087,82.706,0.0046405,NaN,14.52,1004.5,340.1,0.05,0.082273,3.0128e-4,4.5025
2.0079,76.343,36.975,-14.16,37.092,14.17,4.6505,0.0038958,2.9473,0.52032,45,5.9227e-5,9.806,0.029346,1.7739e-5,-0.95438,-0.0017166,60.962,0,0.0012345,1.9699e-5,31.954,24.069,3.154,0.10962,1064901,0,0.26734,0.6444,0.6444,0.43139,0.091453,0.12156,0.0060845,0.019425,-4.5095e-4,0,0,0,0,-1.5546e-5,2.5,4.9087,82.643,0.0017355,NaN,14.5,1004.3,340.09,0.05,0.082572,3.1621e-4,4.6505
2.0579,78.174,36.272,-13.968,36.389,13.988,4.7971,0.0039465,2.9144,0.75055,45,6.1089e-5,9.806,0.15153,1.6719e-5,2.1289,0.011376,60.962,0,0.0012345,1.9699e-5,31.916,24.069,3.1387,0.10759,1045097,0,0.25749,0.64431,0.64435,0.43141,0.091395,0.1215,0.031532,0.098907,-4.5603e-4,0,0,0,0,8.029e-5,2.5,4.9087,82.58,-4.7655e-4,NaN,14.49,1004.1,340.08,0.05,0.082895,3.3042e-4,4.7971
2.1079,79.971,35.577,-13.818,35.693,13.834,4.9419,0.0039776,2.8788,0.65633,45,6.2934e-5,9.806,0.092579,1.8376e-5,4.0435,0.012152,60.962,0,0.0012345,1.9699e-5,31.934,24.069,3.1459,0.10556,1025181,0,0.24775,0.64421,0.64423,0.43143,0.091337,0.12145,0.01923,0.059859,-5.5924e-5,0,0,0,0,3.0094e-4,2.5,4.9087,82.42,-4.8309e-4,NaN,14.48,1003.9,340.07,0.05,0.083201,3.4308e-4,4.9419
2.1579,81.732,34.89,-13.679,35.006,13.69,5.0851,0.0039931,2.8497,0.52955,45,6.4761e-5,9.8059,8.7726e-4,1.7828e-5,0,0,60.962,0,0.0012345,1.9699e-5,31.962,24.069,3.1573,0.10355,1005540,0,0.23833,0.64412,0.64412,0.43144,0.091282,0.12139,1.817e-4,3.4475e-4,2.8844e-4,0,0,0,0,0,2.5,4.9087,82.197,0.0022584,NaN,14.47,1003.7,340.07,0.05,0.083499,3.5439e-4,5.0851
2.2079,83.46,34.21,-13.531,34.326,13.541,5.2269,0.0040065,2.8226,0.52183,45,6.6566e-5,9.8059,0.0032594,1.785e-5,-4.7204,-0.23684,60.962,0,0.0012345,1.9699e-5,31.961,24.069,3.1569,0.10159,986360,0,0.22932,0.64403,0.64403,0.43146,0.091229,0.12134,6.7514e-4,0.0022558,-2.2663e-4,0,0,0,0,-4.4281e-4,2.5,4.9087,81.967,0.003844,NaN,14.46,1003.5,340.06,0.05,0.083794,3.655e-4,5.2269
2.2579,85.153,33.536,-13.413,33.653,13.417,5.3675,0.0040241,2.8021,0.31593,45,6.8354e-5,9.8059,0.17519,1.9112e-5,-3.4623,-0.0053822,60.962,0,0.0012345,1.9699e-5,31.908,24.069,3.1354,0.099606,966911,0,0.22038,0.64394,0.64401,0.43148,0.091176,0.12129,0.036475,0.11494,-8.4706e-5,0,0,0,0,-2.4785e-4,2.5,4.9087,81.755,0.0042127,NaN,14.45,1003.3,340.05,0.05,0.084037,3.7698e-4,5.3675
2.3079,86.813,32.869,-13.276,32.987,13.279,5.5073,0.004047,2.7885,0.27432,45,7.0136e-5,9.8059,0.20704,1.7832e-5,-0.75968,-0.0016903,60.962,0,0.0012345,1.9699e-5,31.898,24.069,3.1314,0.097644,947724,0,0.21172,0.64386,0.64394,0.43149,0.091125,0.12124,0.043147,0.13506,4.7028e-4,0,0,0,0,-1.2416e-5,2.5,4.9087,81.646,0.0034105,NaN,14.44,1003.1,340.05,0.05,0.084248,3.89e-4,5.5073
2.3579,88.44,32.209,-13.103,32.328,13.114,5.6462,0.0040701,2.7689,0.51718,45,7.1906e-5,9.8059,0.030503,1.656e-5,-0.3907,0.0040713,60.962,0,0.0012345,1.9699e-5,31.952,24.069,3.1533,0.095744,929147,0,0.20347,0.64378,0.64378,0.43151,0.091076,0.12119,0.0063229,0.020072,-1.5906e-4,0,0,0,0,-3.4159e-6,2.5,4.9087,81.646,0.0020901,NaN,14.43,1002.9,340.04,0.05,0.08457,4.0109e-4,5.6462
2.4079,90.035,31.558,-12.938,31.677,12.96,5.7839,0.0040887,2.7367,0.75725,45,7.3659e-5,9.8059,0.28196,1.7078e-5,1.5121,0.010167,60.962,0,0.0012345,1.9699e-5,31.874,24.069,3.122,0.093876,910896,0,0.19559,0.6437,0.64386,0.43153,0.09103,0.12115,0.05889,0.18382,-4.7087e-4,0,0,0,0,5.3223e-5,2.5,4.9087,81.635,-4.6924e-4,NaN,14.41,1002.7,340.03,0.05,0.084828,4.1275e-4,5.7839
2.4579,91.596,30.915,-12.796,31.032,12.824,5.9198,0.0040961,2.6954,0.85507,45,7.539e-5,9.8059,0.40007,1.8306e-5,5.5583,0.012079,60.962,0,0.0012345,1.9699e-5,31.838,24.069,3.1074,0.092037,892925,0,0.18799,0.64363,0.64394,0.43154,0.090985,0.1211,0.083851,0.26029,3.8063e-4,0,0,0,0,7.4823e-4,2.5,4.9087,81.457,-0.0022262,NaN,14.4,1002.5,340.03,0.045365,0.085083,4.2321e-4,5.9198
2.5033,92.986,30.337,-12.703,30.453,12.723,6.0412,0.0040906,2.6591,0.70542,45,7.6937e-5,9.8059,0.25945,1.7851e-5,9.0052,0.012447,60.962,0,0.0012345,1.9699e-5,31.881,24.069,3.1246,0.090366,876606,0,0.18113,0.64356,0.64369,0.43155,0.090944,0.12106,0.054148,0.16679,-3.5093e-4,0,0,0,0,0.0020373,2.5,4.9087,81.125,-0.0013872,NaN,14.4,1002.3,340.02,0.05,0.08539,4.3131e-4,6.0412
2.5533,94.487,29.702,-12.674,29.819,12.674,6.1735,0.0040752,2.6401,0.092917,45,7.8621e-5,9.8059,0.40301,1.7975e-5,-8.0638,0.010789,60.962,0,0.0012345,1.9699e-5,31.836,24.069,3.1069,0.088426,857678,0,0.17344,0.64348,0.6438,0.43157,0.090899,0.12102,0.084469,0.26435,1.476e-4,0,0,0,0,-0.0017062,2.5,4.9087,80.672,5.7208e-4,NaN,14.39,1002.2,340.02,0.048408,0.085696,4.3909e-4,6.1735
2.6017,95.91,29.091,-12.574,29.21,12.574,6.3013,0.0040572,2.6384,0.014519,45,8.0248e-5,9.8059,0.50228,2.0367e-5,-3.4893,0.0070376,60.962,0,0.0012345,1.9699e-5,31.806,24.069,3.0947,0.086652,840362,0,0.16655,0.64342,0.64391,0.43158,0.090858,0.12098,0.10559,0.32745,7.8114e-6,0,0,0,0,-3.3268e-4,2.5,4.9087,80.386,0.0029274,NaN,14.38,1002,340.01,0.040703,0.086004,4.462e-4,6.3013
2.6424,97.083,28.582,-12.454,28.703,12.455,6.4086,0.0040449,2.6349,0.17252,45,8.1612e-5,9.8059,0.32106,1.907e-5,-0.18257,0.0077802,60.962,0,0.0012345,1.9699e-5,31.861,24.069,3.1168,0.085196,826160,0,0.16089,0.64336,0.64357,0.43159,0.090825,0.12094,0.067125,0.20935,-1.8463e-4,0,0,0,0,-9.4223e-7,2.5,4.9087,80.317,0.0048585,NaN,14.37,1001.9,340.01,0.05,0.086344,4.5243e-4,6.4086
2.6924,98.497,27.963,-12.292,28.085,12.301,6.54,0.0040386,2.6188,0.4726,45,8.3285e-5,9.8059,0.06059,1.8419e-5,-1.092,0.010108,60.962,0,0.0012345,1.9699e-5,31.942,24.069,3.1491,0.083438,809007,0,0.15423,0.6433,0.6433,0.43161,0.090786,0.12091,0.012568,0.039134,1.4203e-4,0,0,0,0,-3.5146e-5,2.5,4.9087,80.357,0.0064893,NaN,14.36,1001.7,340,0.05,0.08678,4.6098e-4,6.54
2.7424,99.88,27.351,-12.174,27.474,12.185,6.6703,0.0040439,2.5933,0.51303,45,8.4947e-5,9.8059,0.14088,1.8079e-5,0.0023436,0.0062091,60.962,0,0.0012345,1.9699e-5,31.917,24.069,3.139,0.081627,791351,0,0.14757,0.64323,0.64327,0.43162,0.090746,0.12087,0.029293,0.091905,-2.566e-4,0,0,0,0,0,2.5,4.9087,80.386,0.0061879,NaN,14.35,1001.5,340,0.05,0.087077,4.7079e-4,6.6703
2.7924,101.23,26.746,-12.057,26.868,12.071,6.7993,0.0040584,2.566,0.5837,45,8.6591e-5,9.8059,0.26343,1.7467e-5,1.687,0.012657,60.962,0,0.0012345,1.9699e-5,31.879,24.069,3.1238,0.079859,774122,0,0.14124,0.64317,0.64331,0.43163,0.090709,0.12083,0.054978,0.17127,-5.7858e-5,0,0,0,0,9.1569e-5,2.5,4.9087,80.346,0.0032202,NaN,14.34,1001.4,339.99,0.05,0.0874,4.8161e-4,6.7993
2.8424,102.55,26.145,-11.989,26.268,11.994,6.927,0.0040738,2.5418,0.34842,45,8.8213e-5,9.8059,0.038358,1.7782e-5,-2.818,0.02798,60.962,0,0.0012345,1.9699e-5,31.948,24.069,3.1517,0.078024,756241,0,0.13476,0.64311,0.64311,0.43164,0.090671,0.12079,0.0079509,0.025222,-3.3996e-5,0,0,0,0,-2.6769e-4,2.5,4.9087,80.226,-4.9993e-4,NaN,14.33,1001.2,339.98,0.05,0.087738,4.9252e-4,6.927
2.8924,103.85,25.548,-11.857,25.672,11.87,7.0536,0.0040818,2.5204,0.56311,45,8.9828e-5,9.8059,0.29276,1.7636e-5,3.4751,0.018446,60.962,0,0.0012345,1.9699e-5,31.869,24.069,3.12,0.076357,7.4e5,0,0.12906,0.64305,0.64322,0.43165,0.090637,0.12076,0.061149,0.19023,2.6039e-4,0,0,0,0,4.2505e-4,2.5,4.9087,80.077,-0.0032659,NaN,14.32,1001.1,339.98,0.05,0.088232,5.025e-4,7.0536
2.9424,105.11,24.958,-11.759,25.082,11.773,7.1789,0.0040779,2.491,0.57445,45,9.1421e-5,9.8059,0.33574,1.8431e-5,6.0161,0.015158,60.962,0,0.0012345,1.9699e-5,31.856,24.069,3.1147,0.074661,723483,0,0.12338,0.64299,0.64322,0.43167,0.090603,0.12072,0.070215,0.21706,4.4662e-5,0,0,0,0,0.0013323,2.5,4.9087,79.842,-0.0037985,NaN,14.32,1000.9,339.97,0.05,0.18885,5.1093e-4,7.1789
2.9924,106.34,24.372,-11.686,24.496,11.695,7.3027,0.0040626,2.465,0.45377,45,9.3003e-5,9.8059,0.1651,1.8932e-5,7.8363,0.019905,60.962,0,0.0012345,1.9699e-5,31.908,24.069,3.1357,0.072952,706845,0,0.11773,0.64294,0.64299,0.43168,0.09057,0.12069,0.034351,0.10562,-3.6782e-4,0,0,0,0,0.002368,2.5,4.9087,79.486,-0.0018218,NaN,14.31,1000.8,339.97,0.05,0.18935,5.1781e-4,7.3027
3.0424,107.55,23.79,-11.613,23.915,11.619,7.4255,0.0040412,2.4449,0.3596,45,9.4561e-5,9.8059,0.017926,1.8767e-5,8.4076,0.016804,60.962,0,0.0012345,1.9699e-5,31.954,24.069,3.1541,0.071272,690493,0,0.11234,0.64289,0.64289,0.43169,0.090538,0.12066,0.003713,0.0093038,2.8328e-4,0,0,0,0,0.0028558,2.5,4.9087,79.08,0.001112,NaN,14.3,1000.6,339.97,0.05,0.18977,5.2373e-4,7.4255
3.0924,108.72,23.21,-11.561,23.337,11.562,7.5473,0.0040202,2.4313,0.17607,45,9.6114e-5,9.8059,0.30173,1.8868e-5,-7.5178,-0.0016623,60.962,0,0.0012345,1.9699e-5,31.866,24.069,3.1187,0.069557,673816,0,0.10701,0.64283,0.64301,0.4317,0.090506,0.12063,0.063034,0.1988,-3.8931e-4,0,0,0,0,-0.0023976,2.5,4.9087,78.673,0.0041016,NaN,14.29,1000.5,339.96,0.05,0.19022,5.2956e-4,7.5473
3.1424,109.87,22.634,-11.481,22.763,11.482,7.6687,0.0040051,2.4237,0.1559,45,9.7661e-5,9.8059,0.34132,1.9364e-5,-5.3875,-0.007351,60.962,0,0.0012345,1.9699e-5,31.854,24.069,3.1138,0.067898,657674,0,0.10195,0.64278,0.64301,0.43171,0.090476,0.1206,0.071388,0.22334,-1.9283e-4,0,0,0,0,-0.0012922,2.5,4.9087,78.346,0.0064887,NaN,14.29,1000.4,339.96,0.05,0.19052,5.3606e-4,7.6687
3.1924,110.99,22.063,-11.378,22.194,11.381,7.7897,0.0039994,2.4134,0.26763,45,9.9202e-5,9.8059,0.11973,1.9419e-5,-3.9448,-0.036342,60.962,0,0.0012345,1.9699e-5,31.922,24.069,3.1412,0.06629,642039,0,0.097126,0.64274,0.64276,0.43172,0.090448,0.12057,0.024875,0.079116,2.148e-4,0,0,0,0,-7.2681e-4,2.5,4.9087,78.123,0.0076209,NaN,14.28,1000.2,339.95,0.05,0.19084,5.4374e-4,7.7897
3.2424,112.07,21.496,-11.281,21.629,11.286,7.91,0.0040037,2.3976,0.35629,45,1.0073e-4,9.8059,0.081824,1.9465e-5,3.8543,-0.035113,60.962,0,0.0012345,1.9699e-5,31.934,24.069,3.1459,0.064683,626410,0,0.092453,0.64269,0.6427,0.43173,0.09042,0.12054,0.01698,0.052419,5.037e-6,0,0,0,0,7.2879e-4,2.5,4.9087,77.928,0.0067328,NaN,14.27,1000.1,339.95,0.05,0.19112,5.5273e-4,7.91
3.2924,113.13,20.934,-11.214,21.069,11.218,8.0294,0.0040154,2.381,0.2943,45,1.0226e-4,9.8059,0.025439,1.9473e-5,-4.0949,-0.073631,60.962,0,0.0012345,1.9699e-5,31.951,24.069,3.1529,0.063014,610191,0,0.087724,0.64264,0.64265,0.43174,0.090393,0.12052,0.0052699,0.017393,-9.6432e-6,0,0,0,0,-8.668e-4,2.5,4.9087,77.727,0.0044315,NaN,14.26,999.98,339.94,0.05,0.19141,5.6272e-4,8.0294
3.3424,114.17,20.375,-11.155,20.512,11.157,8.1481,0.0040299,2.3683,0.21548,45,1.0377e-4,9.8058,0.18279,1.967e-5,-3.5597,-0.0070646,60.962,0,0.0012345,1.9699e-5,31.902,24.069,3.1332,0.06134,593927,0,0.083118,0.6426,0.64266,0.43174,0.090365,0.12049,0.038046,0.12022,-1.6593e-4,0,0,0,0,-6.9128e-4,2.5,4.9087,77.533,0.0018921,NaN,14.26,999.86,339.94,0.05,0.19176,5.731e-4,8.1481
3.3924,115.17,19.819,-11.083,19.958,11.085,8.2663,0.004043,2.358,0.20404,45,1.0527e-4,9.8058,0.19122,1.9733e-5,-2.6119,-1.308e-4,60.962,0,0.0012345,1.9699e-5,31.9,24.069,3.1322,0.0597,577997,0,0.078719,0.64256,0.64263,0.43175,0.090339,0.12046,0.039812,0.12526,1.8378e-4,0,0,0,0,-3.929e-4,2.5,4.9087,77.378,-2.3373e-4,NaN,14.25,999.74,339.94,0.05,0.19226,5.833e-4,8.2663
3.4424,116.15,19.266,-11.004,19.409,11.007,8.3839,0.0040518,2.347,0.24212,45,1.0677e-4,9.8058,0.070806,1.9723e-5,-1.9866,0.021933,60.962,0,0.0012345,1.9699e-5,31.937,24.069,3.1471,0.05809,562359,0,0.07451,0.64251,0.64252,0.43176,0.090314,0.12044,0.014687,0.046945,4.8907e-4,0,0,0,0,-2.4008e-4,2.5,4.9087,77.269,-0.0016874,NaN,14.25,999.63,339.93,0.05,0.1926,5.9288e-4,8.3839
3.4924,117.1,18.718,-10.952,18.863,10.953,8.501,0.0040548,2.3367,0.15744,45,1.0826e-4,9.8058,0.26931,2.0011e-5,-1.3446,0.0043015,60.962,0,0.0012345,1.9699e-5,31.875,24.069,3.1224,0.056411,546061,0,0.070267,0.64247,0.64262,0.43177,0.090289,0.12041,0.056198,0.17552,-4.6799e-4,0,0,0,0,-1.1663e-4,2.5,4.9087,77.183,-0.0021411,NaN,14.24,999.52,339.93,0.05,0.19302,6.0161e-4,8.501
3.5424,118.02,18.172,-10.856,18.321,10.86,8.6176,0.0040522,2.3259,0.29749,45,1.0974e-4,9.8058,0.1589,2.0202e-5,0.94618,8.0587e-4,60.962,0,0.0012345,1.9699e-5,31.909,24.069,3.1361,0.054872,531120,0,0.066465,0.64243,0.64248,0.43178,0.090267,0.12039,0.033048,0.10321,-6.6055e-5,0,0,0,0,6.1035e-5,2.5,4.9087,77.132,-0.0016951,NaN,14.23,999.41,339.92,0.05,0.19356,6.0948e-4,8.6176
3.5924,118.92,17.632,-10.761,17.782,10.771,8.7334,0.0040455,2.307,0.4536,45,1.1122e-4,9.8058,0.6726,2.0147e-5,2.539,-0.0049046,60.962,0,0.0012345,1.9699e-5,31.752,24.069,3.0732,0.053372,516556,0,0.062951,0.6424,0.64328,0.43178,0.090245,0.12037,0.14204,0.43582,1.6106e-4,0,0,0,0,4.6459e-4,2.5,4.9087,77.051,-4.4079e-4,NaN,14.23,999.3,339.92,0.05,0.19411,6.1665e-4,8.7334
3.6424,119.78,17.095,-10.709,17.247,10.717,8.8482,0.0040366,2.285,0.40344,45,1.1268e-4,9.8058,0.58975,2.0331e-5,4.93,-0.007606,60.962,0,0.0012345,1.9699e-5,31.777,24.069,3.0831,0.051771,501026,0,0.059204,0.64236,0.64304,0.43179,0.090223,0.12035,0.12424,0.38118,-2.0316e-4,0,0,0,0,0.0018616,2.5,4.9087,76.862,0.0012982,NaN,14.22,999.2,339.92,0.05,0.19451,6.2337e-4,8.8482
3.6924,120.63,16.561,-10.643,16.716,10.652,8.962,0.0040275,2.2643,0.43484,45,1.1413e-4,9.8058,0.75785,1.9785e-5,7.115,-0.01065,60.962,0,0.0012345,1.9699e-5,31.726,24.069,3.0628,0.050257,486334,0,0.05582,0.64233,0.64344,0.4318,0.090203,0.12033,0.16045,0.48731,1.0167e-4,0,0,0,0,0.0041144,2.5,4.9087,76.564,0.0030615,NaN,14.22,999.1,339.91,0.05,0.19495,6.2998e-4,8.962
3.7424,121.44,16.03,-10.611,16.187,10.616,9.0747,0.0040203,2.2451,0.31372,45,1.1557e-4,9.8058,0.40043,1.9458e-5,9.0436,-0.020679,60.962,0,0.0012345,1.9699e-5,31.834,24.069,3.1061,0.048656,470812,0,0.052248,0.64229,0.64261,0.4318,0.090182,0.12031,0.083883,0.25375,1.2886e-4,0,0,0,0,0.0070926,2.5,4.9087,76.158,0.0045467,NaN,14.21,999.01,339.91,0.05,0.1953,6.3675e-4,9.0747
3.7924,122.23,15.501,-10.565,15.66,10.569,9.1866,0.004016,2.2307,0.27639,45,1.1699e-4,9.8058,0.3061,1.9577e-5,9.9912,-0.032186,60.962,0,0.0012345,1.9699e-5,31.863,24.069,3.1177,0.047131,456018,0,0.049006,0.64226,0.64245,0.43181,0.090163,0.12029,0.063941,0.18971,-8.3341e-5,0,0,0,0,0.0092264,2.5,4.9087,75.676,0.0055572,NaN,14.21,998.91,339.91,0.05,0.19559,6.439e-4,9.1866
