# Simulation 2 (Up to date)
# 276 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Position parallel to wind (​),Position upwind (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-8.2456,0,8.2456,0,0,0,0,45,0,9.8062,90,0,0,0,66.961,5.9985,0.0013326,1.9942e-5,NaN,25.254,NaN,0.0066276,64817,0.1045,0,0.86452,0,0.65464,0.089878,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0012602,0,0
0.01,0,0,-5.1243,0,5.1243,0,0,0,0,45,0,9.8062,90,0,0,0,66.961,5.9985,0.0013326,1.9942e-5,NaN,25.254,NaN,0.0066592,65126,0.3135,0,0.86368,0,0.65379,0.089878,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0018209,0,0
0.02,0,0,1.1223,0,1.1223,0,0,0,0,45,0,9.8062,90,0,0,0,66.958,5.9956,0.0013326,1.9942e-5,NaN,25.254,NaN,0.0066908,65435,0.73175,0,0.86284,0,0.65295,0.089878,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0025859,0,0
0.03,5.6165e-5,0.011235,10.497,0.011235,10.497,0,0,0,0,45,0,9.8062,89.719,0,0,0,66.949,5.9868,0.0013325,1.9942e-5,NaN,25.252,NaN,0.0067225,65745,1.3592,0,0.862,2.558e-7,0.65211,0.089878,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0030952,0,0
0.04,6.935e-4,0.11624,22.369,0.11624,22.369,0,0,0,0,45,0,9.8062,87.107,0,0,0,66.934,5.9722,0.0013323,1.9941e-5,NaN,25.25,NaN,0.0067626,66137,2.1536,4.3137e-7,0.86095,2.7077e-4,0.65106,0.089878,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0035814,0,0
0.05,0.0029747,0.34003,36.748,0.34003,36.748,0,0,0,0,45,0,9.8062,81.624,0,0,0,66.907,5.9448,0.0013318,1.994e-5,NaN,25.245,NaN,0.0068587,67077,3.1148,1.0095e-5,0.85846,0.0061604,0.64857,0.089878,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0041416,0,0
0.06,0.0082134,0.70774,51.796,0.70774,51.796,0,0,0,0,45,0,9.8062,73.092,0,0,0,66.867,5.9046,0.0013312,1.9938e-5,NaN,25.237,NaN,0.0071503,69929,4.1192,8.0899e-5,0.8512,0.045422,0.64132,0.089879,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0046984,0,0
0.07,0.017882,1.2261,70.751,1.2261,70.751,0,0,0,0,45,0,9.8062,62.424,0,0,0,66.818,5.8556,0.0013305,1.9936e-5,NaN,25.229,NaN,0.007781,76097,5.383,3.5454e-4,0.83684,0.1681,0.62695,0.08988,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0052171,0,0
# Event LIFTOFF occurred at t=0.08 seconds
0.08,0.033683,1.9342,90.4,1.9342,90.4,0,0,0,0,45,0,9.8062,50.742,0,0,0,66.751,5.7891,0.0013295,1.9934e-5,NaN,25.217,NaN,0.0089795,87818,6.69,0.0011027,0.81358,0.39259,0.60369,0.089883,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0057752,0,0
0.09,0.057549,2.8391,110.11,2.8391,110.11,0,0,0,0,45,0,9.8062,40.039,0,0,0,66.667,5.7047,0.0013282,1.993e-5,NaN,25.201,NaN,0.010895,106546,7.997,0.0026306,0.7842,0.63622,0.5743,0.089888,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0064081,0,0
0.1,0.091451,3.9416,130.38,3.9416,130.38,0,0,0,0,45,0,9.8062,31.386,0,0,0,66.564,5.602,0.0013267,1.9926e-5,NaN,25.183,NaN,0.013564,132657,9.3363,0.0051709,0.75341,0.80674,0.54349,0.089896,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0070277,0,0
0.11,0.13739,5.2472,153.59,5.2472,153.59,0,0,0,0,45,0,9.8062,24.254,0,0,0,66.444,5.4817,0.0013249,1.9921e-5,NaN,25.161,NaN,0.016908,165352,10.866,0.0088995,0.7249,0.89367,0.51496,0.08991,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0075495,0,0
0.12,0.19755,6.7856,170.04,6.7856,170.04,0,0,0,0,45,0,9.8062,18.902,0,0,0,66.306,5.3435,0.0013228,1.9915e-5,NaN,25.135,NaN,0.021071,206069,11.939,0.013991,0.69862,0.90463,0.48863,0.08993,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0080472,0,0
0.13,0.27393,8.4891,180.04,8.4891,180.04,0,0,0,0,45,0,9.8062,15.053,0,0,0,66.147,5.1848,0.0013203,1.9909e-5,NaN,25.106,NaN,0.025826,252563,12.578,0.020249,0.67609,0.87155,0.46605,0.08996,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0086233,0,0
0.14,0.36783,10.293,176.34,10.293,176.34,0,0,0,0,45,0,9.8062,12.291,0,0,0,65.977,5.0146,0.0013177,1.9902e-5,NaN,25.075,NaN,0.030948,302661,12.315,0.027278,0.65737,0.81757,0.44725,0.089998,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.0097153,0.0091116,0,0
0.14972,0.47617,12.01,169.13,12.01,169.13,0,0,0,0,45,0,9.8062,10.394,0,0,0,65.808,4.8455,0.0013151,1.9895e-5,NaN,25.043,NaN,0.035873,350819,11.852,0.034566,0.64294,0.77109,0.43274,0.090041,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.0083261,0.0095829,0,0
0.15804,0.58206,13.426,162.29,13.426,162.29,0,0,0,0,45,0,9.8062,9.3117,0,0,0,65.656,4.6935,0.0013128,1.9889e-5,NaN,25.015,NaN,0.039969,390866,11.368,0.041857,0.64213,0.7522,0.43184,0.090081,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.0074485,0.010127,0,0
0.16549,0.68657,14.639,155.83,14.639,155.83,0,0,0,0,45,0,9.8062,8.5497,0,0,0,65.529,4.5666,0.0013108,1.9884e-5,NaN,24.991,NaN,0.043489,425290,10.922,0.048709,0.64219,0.73936,0.43183,0.09012,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.0068313,0.010621,0,0
0.17232,0.79022,15.706,148.31,15.706,148.31,0,0,0,0,45,0,9.8062,7.9744,0,0,0,65.416,4.4539,0.001309,1.9879e-5,NaN,24.97,NaN,0.046593,455635,10.421,0.055175,0.64225,0.72966,0.43181,0.090156,0.12028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,14.99,1013.2,340.39,0.006367,0.011077,0,0
0.17869,0.89323,16.653,139.34,16.653,139.34,0,0,0,0,45,0,9.8062,7.5247,0,0,0,65.317,4.3548,0.0013075,1.9875e-5,NaN,24.951,NaN,0.049349,482591,9.8205,0.061259,0.64231,0.72214,0.4318,0.090191,0.12032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,14.99,1013.2,340.39,0.0060049,0.011551,0,0
0.18469,0.99575,17.492,129.15,17.492,129.15,0,0,0,0,45,0,9.8062,7.166,0,0,0,65.23,4.2678,0.0013061,1.9872e-5,NaN,24.935,NaN,0.051793,506486,9.1561,0.066922,0.64236,0.71622,0.43179,0.090224,0.12035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,14.99,1013.1,340.38,0.0057169,0.011997,0,0
# Event LAUNCHROD occurred at t=0.19041 seconds
0.19041,1.0979,18.233,113.61,18.233,113.64,0,0,0,2.6726,45,0,9.8062,6.8766,0,0,0,65.152,4.1901,0.0013049,1.9869e-5,30.188,24.92,2.107,0.053953,527601,7.8423,0.07214,0.64241,0.7115,0.43178,0.090253,0.12038,1.7173,3.6184,3.6301e-4,0,0,0,0,0,2.5,4.9087,90,0,NaN,14.99,1013.1,340.38,0.0085754,0.012632,0,0
0.19899,1.2583,19.178,85.759,19.178,85.802,9.9091e-5,180,0.023169,2.7208,45,0,9.8062,6.4549,0,3.5429,-2.7992e-4,65.068,4.106,0.0013036,1.9865e-5,30.277,24.904,2.1493,0.056703,554486,6.2306,0.078924,0.64248,0.70474,0.43177,0.090293,0.12042,1.5954,3.4287,-2.9686e-4,0,0,0,0,7.9923e-4,2.5,4.9087,89.983,0.0060069,NaN,14.99,1013.1,340.38,0.0094804,0.013247,0,-9.9091e-5
0.20847,1.4439,19.983,71.565,19.984,71.614,4.4037e-4,180,0.048715,2.6654,45,0,9.8062,6.0418,0,7.6014,-4.2245e-4,64.978,4.0164,0.0013022,1.9862e-5,30.367,24.887,2.1922,0.059044,577369,5.377,0.084788,0.64254,0.69827,0.43176,0.090329,0.12045,1.4779,3.2368,1.9169e-4,0,0,0,0,0.0033932,2.5,4.9087,89.931,0.0034968,NaN,14.99,1013.1,340.38,0.0092521,0.013736,0,-4.4037e-4
0.21772,1.6319,20.647,65.412,20.647,65.461,0.0010033,180,0.07274,2.5302,45,0,9.8062,5.6609,0,11.622,-2.6611e-4,64.903,3.9412,0.001301,1.9859e-5,30.452,24.873,2.2319,0.060971,596202,4.9724,0.08966,0.64259,0.69248,0.43175,0.090359,0.12048,1.3715,3.0537,2.897e-4,0,0,0,0,0.0074394,2.5,4.9087,89.846,0.0026511,NaN,14.99,1013.1,340.38,0.0091886,0.014203,0,-0.0010033
0.22691,1.8244,21.248,61.264,21.248,61.308,0.0017757,180,0.095033,2.3287,45,0,9.8062,5.2826,0,15.618,-2.2235e-4,64.836,3.8742,0.0012999,1.9856e-5,30.538,24.86,2.2715,0.06272,613292,4.7007,0.094113,0.64264,0.68691,0.43174,0.090388,0.12051,1.2675,2.8659,-1.509e-4,0,0,0,0,0.012695,2.5,4.9087,89.719,0.0018972,NaN,14.99,1013,340.38,0.009245,0.014711,0,-0.0017757
0.23615,2.0234,21.815,58.467,21.815,58.504,0.0027499,180,0.11528,2.0599,45,0,9.8062,4.894,0,19.589,1.8385e-4,64.774,3.812,0.0012989,1.9853e-5,30.629,24.848,2.3124,0.064368,629399,4.5178,0.098329,0.64268,0.68142,0.43173,0.090415,0.12054,1.1625,2.6692,1.0517e-4,0,0,0,0,0.018961,2.5,4.9087,89.553,0.0012276,NaN,14.99,1013,340.38,0.0094174,0.015283,7.3684e-9,-0.0027499
0.24557,2.2315,22.365,55.594,22.366,55.621,0.0039219,180,0.13304,1.7297,45,0,9.8062,4.4859,0,23.533,1.6257e-4,64.715,3.7534,0.001298,1.9851e-5,30.726,24.836,2.3558,0.065971,645064,4.3302,0.10245,0.64273,0.67592,0.43172,0.090443,0.12057,1.0542,2.4571,-3.9355e-4,0,0,0,0,0.02605,2.5,4.9087,89.353,6.7987e-4,NaN,14.99,1013,340.38,0.0097322,0.016015,1.2429e-8,-0.0039219
0.2553,2.4517,22.906,53.127,22.907,53.144,0.0052919,180,0.14782,1.3397,45,0,9.8062,4.0681,0,27.446,-2.5014e-4,64.655,3.6932,0.001297,1.9849e-5,30.828,24.825,2.4011,0.067549,660480,4.172,0.10657,0.64277,0.67062,0.43171,0.09047,0.12059,0.94546,2.2368,-2.3654e-5,0,0,0,0,0.033799,2.5,4.9087,89.106,4.7304e-4,NaN,14.98,1013,340.38,0.01019,0.016484,1.8749e-8,-0.0052919
0.26549,2.6879,23.447,52.052,23.448,52.059,0.0068594,180,0.15897,0.8573,45,0,9.8062,3.6295,0,31.329,2.2595e-4,64.595,3.6333,0.0012961,1.9846e-5,30.937,24.813,2.4495,0.069132,675936,4.1023,0.11075,0.64282,0.66544,0.4317,0.090499,0.12062,0.83365,2,-3.4876e-4,0,0,0,0,0.042047,2.5,4.9087,88.803,3.4944e-4,NaN,14.98,1012.9,340.38,0.010873,0.017036,2.6579e-8,-0.0068594
0.27636,2.9459,24.013,50.967,24.014,50.968,0.0086269,180,0.16505,0.27412,45,0,9.8062,3.1424,0,35.158,-3.2262e-4,64.536,3.5738,0.0012951,1.9844e-5,31.062,24.802,2.5041,0.070787,692108,4.032,0.1152,0.64287,0.6602,0.43169,0.090529,0.12065,0.71227,1.7326,-1.0578e-5,0,0,0,0,0.050503,2.5,4.9087,88.442,2.1503e-4,NaN,14.98,1012.9,340.38,0.011962,0.017572,3.6059e-8,-0.0086269
0.28833,3.2368,24.623,49.747,24.623,49.749,0.010604,180,0.16393,0.4363,45,0,9.8062,2.5882,0,38.9,-7.8759e-4,64.472,3.5103,0.0012941,1.9841e-5,31.208,24.79,2.5676,0.072572,709541,3.9525,0.12012,0.64293,0.65498,0.43168,0.090563,0.12068,0.57772,1.4249,3.9552e-4,0,0,0,0,0.058825,2.5,4.9087,88.001,3.023e-4,NaN,14.98,1012.9,340.38,0.013828,0.018439,4.7794e-8,-0.010604
0.30215,3.5821,25.309,48.289,25.31,48.307,0.012799,180,0.15146,1.3187,45,0,9.8062,1.9446,0,42.483,-0.0013269,64.401,3.4387,0.0012929,1.9838e-5,31.385,24.776,2.6436,0.074588,729235,3.8558,0.12592,0.64299,0.64999,0.43167,0.090602,0.12072,0.42625,1.0608,3.5487e-4,0,0,0,0,0.066417,2.5,4.9087,87.433,5.3422e-4,NaN,14.98,1012.8,340.37,0.01757,0.018955,6.485e-8,-0.012799
0.31972,4.0342,26.155,46.563,26.155,46.628,0.015195,180,0.11771,2.4599,45,0,9.8062,1.2034,-4.2035e-7,45.788,-0.002622,64.314,3.3515,0.0012915,1.9835e-5,31.596,24.759,2.7351,0.077085,753609,3.751,0.13362,0.64307,0.64584,0.43165,0.090652,0.12077,0.25821,0.63443,-4.7759e-4,0,0,0,0,0.072238,2.5,4.9087,86.66,7.288e-4,NaN,14.97,1012.8,340.37,0.026354,0.019414,9.8067e-8,-0.015195
0.34608,4.7396,27.377,45.241,27.377,45.448,0.01722,180,0.027424,4.3367,45,0,9.8062,0.1031,0,47.73,-0.030714,64.196,3.2339,0.0012896,1.983e-5,31.928,24.736,2.8771,0.080702,788923,3.6763,0.14585,0.6432,0.64322,0.43163,0.090727,0.12085,0.021413,-0.0098448,2.6064e-4,0,0,0,0,0.07162,2.5,4.9087,85.417,9.1054e-4,NaN,14.97,1012.7,340.37,0.039532,0.019896,1.8831e-7,-0.01722
0.38561,5.857,29.151,43.193,29.151,43.792,0.014113,180,0.20412,7.2204,45,0,9.8062,1.46,3.5173e-7,-42.498,-0.0015898,64.026,3.0639,0.0012869,1.9823e-5,31.523,24.702,2.7282,0.085964,840286,3.6165,0.16655,0.64339,0.64742,0.43159,0.090842,0.12096,0.31565,0.91168,2.7095e-4,0,0,0,0,-0.05004,2.5,4.9087,83.6,0.0016302,NaN,14.96,1012.6,340.37,0.015322,0.020399,5.0084e-7,-0.014113
0.40093,6.3088,29.817,42.922,29.819,43.716,0.01009,179.99,0.32388,8.2921,45,0,9.8062,1.9369,5.4906e-7,-37.772,-0.0017867,63.886,2.9236,0.0012846,1.9817e-5,31.388,24.675,2.6853,0.087949,859650,3.5876,0.17513,0.64347,0.65041,0.43157,0.090888,0.12101,0.42455,1.178,2.135e-4,0,0,0,0,-0.037767,2.5,4.9087,82.981,0.0017966,NaN,14.96,1012.5,340.36,0.01131,0.02118,7.2936e-7,-0.01009
0.41224,6.6487,30.302,42.451,30.305,43.399,0.0058791,179.99,0.42223,9.0247,45,0,9.8062,2.282,3.1192e-7,-33.359,-0.0012359,63.818,2.8554,0.0012834,1.9815e-5,31.293,24.661,2.6527,0.089389,873701,3.565,0.18163,0.64352,0.65302,0.43156,0.090921,0.12104,0.50511,1.368,4.5916e-4,0,0,0,0,-0.028516,2.5,4.9087,82.58,0.0018348,NaN,14.96,1012.5,340.36,0.0094199,0.021627,9.5409e-7,-0.0058791
0.42166,6.9361,30.702,42.07,30.706,43.143,0.0014923,179.95,0.51005,9.5622,45,0,9.8062,2.518,3.0989e-7,-29.101,-3.2486e-4,63.764,2.8024,0.0012826,1.9813e-5,31.229,24.651,2.6313,0.090576,885286,3.5477,0.18705,0.64357,0.65502,0.43155,0.090949,0.12107,0.56106,1.4973,3.6903e-4,0,0,0,0,-0.021135,2.5,4.9087,82.288,0.0018778,NaN,14.95,1012.4,340.36,0.0083765,0.022134,1.1806e-6,-0.0014923
0.43004,7.1947,31.054,41.759,31.06,42.934,0.0031211,0.025966,0.59207,9.9762,45,0,9.8062,2.6859,3.9301e-7,-24.921,-3.9894e-4,63.72,2.758,0.0012818,1.9811e-5,31.184,24.642,2.6169,0.091624,895506,3.5344,0.19184,0.64361,0.65655,0.43154,0.090975,0.12109,0.6013,1.5886,-2.5453e-4,0,0,0,0,-0.015147,2.5,4.9087,82.059,0.0019283,NaN,14.95,1012.4,340.36,0.0077114,0.022485,1.4144e-6,0.0031211
0.43775,7.4354,31.376,41.476,31.383,42.734,0.0079871,0.011896,0.6704,10.294,45,0,9.8062,2.8041,2.9527e-7,-20.789,-1.7091e-4,63.681,2.7192,0.0012812,1.9809e-5,31.153,24.634,2.6074,0.092582,904854,3.5221,0.19621,0.64365,0.65768,0.43154,0.090998,0.12111,0.62983,1.6531,3.4941e-4,0,0,0,0,-0.010324,2.5,4.9087,81.881,0.0019678,NaN,14.95,1012.4,340.36,0.0072548,0.023028,1.6584e-6,0.0079871
0.44501,7.6642,31.677,41.216,31.685,42.541,0.013124,0.0083554,0.7461,10.533,45,0,9.8062,2.8825,0,-16.693,-2.9979e-4,63.645,2.6831,0.0012806,1.9808e-5,31.132,24.627,2.602,0.093479,913596,3.5104,0.20026,0.64369,0.65846,0.43153,0.09102,0.12114,0.64887,1.6948,-3.7163e-4,0,0,0,0,-0.0065297,2.5,4.9087,81.75,0.0019959,NaN,14.95,1012.4,340.36,0.0069379,0.053785,1.9139e-6,0.013124
0.45194,7.8849,31.962,40.976,31.973,42.351,0.018556,0.0067397,0.81991,10.702,45,0,9.8062,2.9258,0,-12.622,4.139e-4,63.611,2.6489,0.00128,1.9806e-5,31.121,24.62,2.6002,0.094331,921913,3.4992,0.20406,0.64372,0.65891,0.43152,0.091041,0.12116,0.6594,1.7181,4.9821e-5,0,0,0,0,-0.0036659,2.5,4.9087,81.646,0.0020267,NaN,14.95,1012.3,340.36,0.0067178,0.054438,2.1826e-6,0.018556
0.45866,8.1006,32.238,40.754,32.25,42.162,0.024306,0.0058138,0.89228,10.805,45,3.0954e-7,9.8062,2.9355,0,-8.5749,-1.8472e-4,63.578,2.6159,0.0012795,1.9805e-5,31.118,24.614,2.6019,0.095154,929930,3.4883,0.20767,0.64375,0.65904,0.43152,0.091061,0.12118,0.6618,1.7238,-3.1568e-4,0,0,0,0,-0.0016627,2.5,4.9087,81.572,0.0020543,NaN,14.95,1012.3,340.36,0.0065779,0.054904,2.4663e-6,0.024306
0.46524,8.3135,32.506,40.545,32.52,41.972,0.03041,0.0052128,0.96363,10.85,45,3.8727e-7,9.8062,2.9185,0,-4.5465,-3.3242e-4,63.546,2.5838,0.001279,1.9804e-5,31.123,24.607,2.6062,0.095955,937741,3.4775,0.21114,0.64379,0.65891,0.43151,0.091082,0.1212,0.65766,1.7142,-6.698e-5,0,0,0,0,-4.597e-4,2.5,4.9087,81.532,0.0020609,NaN,14.95,1012.3,340.36,0.0065022,0.055202,2.7667e-6,0.03041
0.47174,8.5257,32.769,40.349,32.786,41.78,0.036905,0.0047909,1.0343,10.839,45,4.6999e-7,9.8062,2.8761,0,-0.53458,-5.1337e-5,63.514,2.5523,0.0012785,1.9802e-5,31.134,24.601,2.6133,0.096743,945425,3.4668,0.21449,0.64382,0.65854,0.4315,0.091102,0.12122,0.64734,1.6913,-4.5597e-4,0,0,0,0,-6.2521e-6,2.5,4.9087,81.515,0.0020609,NaN,14.94,1012.2,340.36,0.0064808,0.055557,3.0859e-6,0.036905
0.47822,8.7389,33.031,40.163,33.049,41.583,0.043836,0.004478,1.1044,10.773,45,5.5824e-7,9.8062,2.809,0,3.4597,1.081e-4,63.483,2.521,0.0012779,1.9801e-5,31.152,24.595,2.6229,0.097524,953048,3.4561,0.21777,0.64385,0.65793,0.4315,0.091122,0.12124,0.63107,1.6546,3.1221e-4,0,0,0,0,2.577e-4,2.5,4.9087,81.526,0.0020637,NaN,14.94,1012.2,340.35,0.0065163,0.055924,3.426e-6,0.043836
0.48474,8.955,33.292,39.986,33.313,41.381,0.05126,0.004236,1.1743,10.651,45,6.5277e-7,9.8062,2.7173,0,7.4358,9.1983e-5,63.452,2.4896,0.0012774,1.98e-5,31.176,24.588,2.6352,0.098307,960678,3.4453,0.221,0.64389,0.65712,0.43149,0.091142,0.12126,0.60893,1.603,1.0693e-4,0,0,0,0,0.0011714,2.5,4.9087,81.561,0.0020592,NaN,14.94,1012.2,340.35,0.006617,0.056234,3.7898e-6,0.05126
0.49136,9.1762,33.557,39.816,33.58,41.17,0.059263,0.0040426,1.2444,10.472,45,7.547e-7,9.8062,2.6003,0,11.391,-6.4928e-4,63.42,2.4579,0.0012769,1.9799e-5,31.208,24.582,2.6503,0.099098,968391,3.4343,0.22421,0.64392,0.6561,0.43148,0.091163,0.12128,0.58082,1.5369,1.222e-4,0,0,0,0,0.0027055,2.5,4.9087,81.624,0.0020303,NaN,14.94,1012.2,340.35,0.0067889,0.05656,4.1814e-6,0.059263
0.49814,9.4049,33.827,39.65,33.853,40.948,0.067951,0.0038834,1.3148,10.23,45,8.6534e-7,9.8062,2.4566,0,15.32,-7.4674e-4,63.388,2.4256,0.0012764,1.9797e-5,31.246,24.575,2.6684,0.099906,976269,3.4229,0.22746,0.64396,0.65489,0.43148,0.091184,0.1213,0.54653,1.4537,4.9397e-4,0,0,0,0,0.0048145,2.5,4.9087,81.715,0.0019768,NaN,14.94,1012.2,340.35,0.0070592,0.056954,4.6056e-6,0.067951
0.5052,9.6447,34.107,39.487,34.136,40.713,0.077485,0.0037485,1.386,9.9168,45,9.8675e-7,9.8062,2.2813,0,19.216,-5.1319e-4,63.354,2.3922,0.0012758,1.9796e-5,31.294,24.569,2.6902,0.10074,984426,3.4109,0.23079,0.64399,0.6535,0.43147,0.091206,0.12132,0.50504,1.3512,-3.212e-4,0,0,0,0,0.0074503,2.5,4.9087,81.836,0.0019128,NaN,14.94,1012.1,340.35,0.0074659,0.057318,5.0694e-6,0.077485
0.51267,9.9004,34.402,39.321,34.433,40.458,0.088106,0.003631,1.4587,9.523,45,1.122e-6,9.8062,2.0712,0,23.073,-2.4025e-4,63.319,2.3572,0.0012752,1.9795e-5,31.352,24.562,2.7161,0.10162,993013,3.3981,0.23428,0.64403,0.65194,0.43146,0.09123,0.12134,0.45582,1.2278,2.3871e-4,0,0,0,0,0.010555,2.5,4.9087,81.99,0.0018506,NaN,14.94,1012.1,340.35,0.0080709,0.057709,5.5835e-6,0.088106
0.52074,10.179,34.72,39.148,34.754,40.176,0.10018,0.0035254,1.5338,9.0322,45,1.2759e-6,9.8062,1.8197,0,26.871,2.6457e-4,63.282,2.3197,0.0012746,1.9793e-5,31.422,24.554,2.7472,0.10257,1002249,3.3841,0.23804,0.64408,0.65024,0.43145,0.091255,0.12137,0.39762,1.0779,-7.3432e-5,0,0,0,0,0.014053,2.5,4.9087,82.197,0.0017893,NaN,14.93,1012.1,340.35,0.0090207,0.058037,6.1643e-6,0.10018
0.52976,10.494,35.073,38.957,35.11,39.855,0.11438,0.0034271,1.6127,8.4131,45,1.4566e-6,9.8062,1.5135,0,30.578,6.6452e-4,63.241,2.2784,0.0012739,1.9791e-5,31.509,24.546,2.7853,0.10363,1012512,3.3679,0.24227,0.64412,0.64845,0.43144,0.091284,0.1214,0.32782,0.89572,2.1664e-4,0,0,0,0,0.017829,2.5,4.9087,82.454,0.0017447,NaN,14.93,1012,340.35,0.01063,0.058463,6.8416e-6,0.11438
0.54039,10.869,35.488,38.733,35.528,39.472,0.13198,0.0033315,1.6981,7.6056,45,1.6808e-6,9.8062,1.1268,0,34.104,1.4449e-4,63.193,2.231,0.0012731,1.9789e-5,31.621,24.536,2.834,0.10486,1024527,3.3493,0.24736,0.64418,0.64661,0.43143,0.091318,0.12143,0.24135,0.66206,-3.2522e-4,0,0,0,0,0.021661,2.5,4.9087,82.798,0.0016646,NaN,14.93,1012,340.35,0.014037,0.058817,7.6742e-6,0.13198
0.55443,11.371,36.032,38.727,36.077,39.259,0.15653,0.0032291,1.797,6.4415,45,1.9934e-6,9.8062,0.55945,0,37.154,-0.0010536,63.134,2.1719,0.0012721,1.9787e-5,31.79,24.524,2.9064,0.10648,1040326,3.345,0.25437,0.64425,0.64487,0.43142,0.091363,0.12147,0.11784,0.31768,-1.8717e-4,0,0,0,0,0.024932,2.5,4.9087,83.302,0.0014425,NaN,14.93,1011.9,340.34,0.021056,0.059097,8.822e-6,0.15653
0.57548,12.138,36.849,38.82,36.899,39.081,0.19566,0.0031066,1.9123,4.5051,45,2.4917e-6,9.8062,0.37981,3.2691e-7,-37.388,1.9221e-4,63.051,2.0892,0.0012707,1.9784e-5,31.845,24.508,2.9352,0.10893,1064146,3.345,0.26607,0.64437,0.64465,0.43139,0.091433,0.12154,0.07958,0.25761,3.2173e-4,0,0,0,0,-0.024126,2.5,4.9087,84.093,9.1003e-4,NaN,14.92,1011.8,340.34,0.031584,0.059438,1.0609e-5,0.19566
