# Simulation 1 (Up to date)
# 177 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Position parallel to wind (​),Position upwind (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.74102,12.986,28.844,-12.351,28.881,12.458,0.24615,-8.0409e-4,1.4612,1.6291,45,3.1348e-6,9.8062,1.5345,5.8637e-6,-20.408,-0.002496,61.116,0.0038707,0.0012372,1.9705e-5,31.501,24.102,2.9596,0.085386,834113,0,0.16428,0.64337,0.6478,0.43159,0.090829,0.12095,0.33247,0.99525,4.922e-4,0,0,0,0,-0.011698,2.5,4.9087,84.54,-0.0024987,NaN,14.92,1011.7,340.34,0.013689,0.060685,-3.4546e-6,0.24615
0.75471,13.379,28.675,-12.312,28.711,12.45,0.266,-8.627e-4,1.4373,1.8442,45,3.3874e-6,9.8062,1.7971,5.8654e-6,-16.077,-0.0028087,61.112,0,0.0012372,1.9705e-5,31.427,24.102,2.9301,0.084888,829229,0,0.16276,0.64335,0.64936,0.4316,0.090818,0.12094,0.39231,1.1569,1.7986e-4,0,0,0,0,-0.0073454,2.5,4.9087,84.792,-0.0024319,NaN,14.91,1011.7,340.34,0.011914,0.060985,-4.0052e-6,0.266
0.76663,13.72,28.528,-12.284,28.563,12.437,0.28299,-9.1152e-4,1.4146,1.9483,45,3.6038e-6,9.8062,1.9367,5.9794e-6,-11.944,-0.0030356,61.112,0,0.0012372,1.9705e-5,31.388,24.102,2.9144,0.08445,824922,0,0.1613,0.64333,0.65028,0.4316,0.090808,0.12093,0.42448,1.241,-3.5434e-4,0,0,0,0,-0.0040967,2.5,4.9087,84.958,-0.0022485,NaN,14.91,1011.6,340.33,0.011224,0.061289,-4.5021e-6,0.28299
0.77785,14.04,28.391,-12.259,28.425,12.421,0.29874,-9.5552e-4,1.3924,2.002,45,3.8044e-6,9.8062,2.02,5.9891e-6,-7.8759,-0.0027447,61.112,0,0.0012372,1.9705e-5,31.364,24.102,2.9052,0.084038,820871,0,0.15986,0.64332,0.65085,0.4316,0.090799,0.12092,0.44379,1.2912,1.9788e-4,0,0,0,0,-0.0017986,2.5,4.9087,85.067,-0.0020055,NaN,14.91,1011.6,340.33,0.010894,0.061621,-4.9822e-6,0.29874
0.78874,14.348,28.257,-12.236,28.29,12.401,0.31379,-9.9632e-4,1.3705,2.0132,45,3.9961e-6,9.8062,2.0558,5.9032e-6,-3.8564,-0.0030333,61.112,0,0.0012372,1.9705e-5,31.355,24.102,2.9012,0.083638,816945,0,0.1584,0.6433,0.65109,0.4316,0.09079,0.12091,0.45209,1.3117,-2.6579e-4,0,0,0,0,-4.3537e-4,2.5,4.9087,85.13,-0.0016681,NaN,14.91,1011.6,340.33,0.010826,0.061931,-5.4563e-6,0.31379
0.79957,14.653,28.125,-12.214,28.157,12.374,0.32851,-0.0010346,1.3488,1.9858,45,4.1836e-6,9.8062,2.0477,5.9473e-6,0.124,-0.0026672,61.112,0,0.0012372,1.9705e-5,31.357,24.102,2.9021,0.083242,813052,0,0.15688,0.64329,0.65102,0.43161,0.090781,0.1209,0.45022,1.3065,-2.5564e-4,0,0,0,0,4.5441e-7,2.5,4.9087,85.153,-0.0013384,NaN,14.9,1011.5,340.33,0.010974,0.062273,-5.9323e-6,0.32851
0.81054,14.961,27.991,-12.188,28.022,12.354,0.34319,-0.0010713,1.3269,2.0132,45,4.3705e-6,9.8062,2.0969,5.8551e-6,4.1562,-0.0030556,61.112,0,0.0012372,1.9705e-5,31.343,24.102,2.8966,0.082858,809287,0,0.15551,0.64328,0.65136,0.43161,0.090773,0.12089,0.46168,1.3367,8.373e-5,0,0,0,0,5.1527e-4,2.5,4.9087,85.13,-9.8509e-4,NaN,14.9,1011.5,340.33,0.010826,0.062622,-6.4166e-6,0.34319
0.82137,15.264,27.859,-12.164,27.89,12.328,0.35744,-0.0011049,1.3051,2.0062,45,4.5519e-6,9.8062,2.1064,5.9301e-6,8.152,-0.0032425,61.112,0,0.0012372,1.9705e-5,31.34,24.102,2.8955,0.082482,805589,0,0.15411,0.64326,0.65142,0.43161,0.090765,0.12088,0.46389,1.341,-3.5287e-4,0,0,0,0,0.0020004,2.5,4.9087,85.061,-5.7083e-4,NaN,14.9,1011.5,340.33,0.01089,0.063006,-6.8933e-6,0.35744
0.83226,15.566,27.727,-12.14,27.756,12.298,0.37153,-0.0011363,1.2834,1.9631,45,4.7314e-6,9.8062,2.0738,5.9135e-6,12.107,-0.002991,61.112,0,0.0012372,1.9705e-5,31.349,24.102,2.8991,0.082104,801879,0,0.15264,0.64325,0.65116,0.43162,0.090757,0.12088,0.45628,1.3179,3.2127e-4,0,0,0,0,0.0044533,2.5,4.9087,84.952,-2.1067e-4,NaN,14.9,1011.4,340.33,0.011183,0.063323,-7.3685e-6,0.37153
0.84344,15.876,27.591,-12.117,27.62,12.262,0.38576,-0.0011658,1.2619,1.8843,45,4.9127e-6,9.8062,1.9982,5.9599e-6,16.019,-0.0037474,61.112,0,0.0012372,1.9705e-5,31.37,24.102,2.9075,0.081718,798081,0,0.15107,0.64323,0.65061,0.43162,0.090748,0.12087,0.43872,1.268,-1.5493e-4,0,0,0,0,0.0078702,2.5,4.9087,84.792,1.4286e-4,NaN,14.9,1011.4,340.33,0.011734,0.063656,-7.8491e-6,0.38576
0.85518,16.198,27.449,-12.095,27.477,12.22,0.40044,-0.0011936,1.2405,1.7443,45,5.0996e-6,9.8061,1.849,5.8281e-6,19.871,-0.003698,61.112,0,0.0012372,1.9705e-5,31.412,24.102,2.9241,0.081308,794062,0,0.14932,0.64322,0.64957,0.43162,0.09074,0.12086,0.40423,1.1698,4.5667e-4,0,0,0,0,0.012232,2.5,4.9087,84.586,4.7345e-4,NaN,14.89,1011.4,340.33,0.012848,0.064018,-8.3422e-6,0.40044
0.86802,16.55,27.294,-12.076,27.321,12.172,0.41624,-0.0012203,1.2194,1.528,45,5.3008e-6,9.8061,1.604,5.8585e-6,23.585,-0.0053044,61.112,0,0.0012372,1.9705e-5,31.481,24.102,2.9518,0.080855,789610,0,0.1473,0.6432,0.64803,0.43162,0.09073,0.12085,0.3482,1.0106,4.5599e-4,0,0,0,0,0.017425,2.5,4.9087,84.305,8.1847e-4,NaN,14.89,1011.3,340.32,0.01504,0.064369,-8.8652e-6,0.41624
0.88306,16.959,27.112,-12.059,27.139,12.123,0.43442,-0.0012464,1.1985,1.2481,45,5.5323e-6,9.8061,1.2702,5.9129e-6,27.141,-0.0080266,61.112,0,0.0012372,1.9705e-5,31.577,24.102,2.9902,0.080327,784422,0,0.14497,0.64319,0.64626,0.43163,0.090719,0.12084,0.2731,0.79373,6.1801e-5,0,0,0,0,0.023381,2.5,4.9087,83.921,0.001256,NaN,14.89,1011.3,340.32,0.019403,0.064646,-9.4501e-6,0.43442
0.90247,17.483,26.878,-12.046,26.904,12.077,0.45746,-0.0012712,1.178,0.86872,45,5.8258e-6,9.8061,0.78936,6.1163e-6,30.335,-0.014477,61.112,0,0.0012372,1.9705e-5,31.719,24.102,3.0468,0.079649,777765,0,0.14211,0.64316,0.64437,0.43163,0.090704,0.12082,0.16734,0.48054,1.9221e-4,0,0,0,0,0.029708,2.5,4.9087,83.36,0.001764,NaN,14.89,1011.2,340.32,0.029104,0.064949,-1.015e-5,0.45746
0.93157,18.26,26.528,-12.045,26.553,12.049,0.49146,-0.0012885,1.1607,0.3285,45,6.2584e-6,9.8061,0.042853,6.1862e-6,32.085,-0.26339,61.112,0,0.0012372,1.9705e-5,31.947,24.102,3.1382,0.078641,767879,0,0.13826,0.64313,0.64313,0.43164,0.090683,0.1208,0.0088839,-0.0063475,4.9718e-5,0,0,0,0,0.034092,2.5,4.9087,82.443,0.002202,NaN,14.88,1011.1,340.32,0.043656,0.065272,-1.1052e-5,0.49146
0.97523,19.407,26.001,-12.085,26.027,12.093,0.54206,-0.0012696,1.163,0.44399,45,6.903e-6,9.8061,1.0937,4.3425e-6,-28.203,-0.010927,61.112,0,0.0012372,1.9705e-5,31.628,24.102,3.0107,0.077119,752940,0,0.13341,0.64308,0.64537,0.43165,0.090652,0.12077,0.23391,0.7315,-3.7624e-4,0,0,0,0,-0.027393,2.5,4.9087,81.102,0.0020042,NaN,14.87,1011,340.31,0.022848,0.065587,-1.2011e-5,0.54206
0.99808,19.998,25.725,-12.111,25.752,12.136,0.56878,-0.0012427,1.1771,0.77481,45,7.2433e-6,9.8061,1.5921,4.2132e-6,-23.377,-0.0072766,61.112,0,0.0012372,1.9705e-5,31.484,24.102,2.953,0.076317,745071,0,0.13113,0.64305,0.64781,0.43166,0.090636,0.12076,0.34547,1.039,-4.6227e-4,0,0,0,0,-0.019217,2.5,4.9087,80.506,0.0015612,NaN,14.87,1010.9,340.31,0.016427,0.065901,-1.2337e-5,0.56878
1.0145,20.419,25.526,-12.126,25.554,12.166,0.58823,-0.0012182,1.1915,0.97674,45,7.4909e-6,9.8061,1.903,4.3428e-6,-19.034,-0.0048222,61.112,0,0.0012372,1.9705e-5,31.396,24.102,2.9179,0.075734,739350,0,0.12951,0.64303,0.64974,0.43166,0.090624,0.12075,0.41663,1.2285,-2.1076e-4,0,0,0,0,-0.012937,2.5,4.9087,80.157,0.0012391,NaN,14.87,1010.9,340.31,0.014108,0.066235,-1.2507e-5,0.58823
1.0286,20.778,25.355,-12.131,25.384,12.181,0.60514,-0.0011947,1.2063,1.1045,45,7.7063e-6,9.8061,2.1084,4.2945e-6,-14.849,-0.0040228,61.112,0,0.0012372,1.9705e-5,31.339,24.102,2.8951,0.075233,734434,0,0.12808,0.64301,0.65118,0.43166,0.090614,0.12074,0.46431,1.3517,3.4258e-4,0,0,0,0,-0.0079795,2.5,4.9087,79.922,0.0010105,NaN,14.86,1010.8,340.31,0.012994,0.066507,-1.2618e-5,0.60514
1.0416,21.106,25.197,-12.126,25.227,12.184,0.62091,-0.0011718,1.2212,1.1803,45,7.9074e-6,9.8061,2.2402,4.3288e-6,-10.75,-0.0037936,61.112,0,0.0012372,1.9705e-5,31.303,24.102,2.8806,0.074772,729913,0,0.1267,0.643,0.65216,0.43167,0.090605,0.12073,0.49518,1.4304,-3.4561e-4,0,0,0,0,-0.0042336,2.5,4.9087,79.756,7.8151e-4,NaN,14.86,1010.8,340.31,0.012431,0.066868,-1.2698e-5,0.62091
1.054,21.418,25.047,-12.115,25.077,12.177,0.63618,-0.0011491,1.2361,1.2248,45,8.1016e-6,9.8061,2.3271,4.2091e-6,-6.7019,-0.0036209,61.112,0,0.0012372,1.9705e-5,31.279,24.102,2.8711,0.074329,725569,0,0.12533,0.64298,0.65284,0.43167,0.090597,0.12072,0.51564,1.4816,-4.727e-4,0,0,0,0,-0.0016652,2.5,4.9087,79.647,5.5218e-4,NaN,14.86,1010.7,340.3,0.012146,0.06714,-1.2759e-5,0.63618
1.0662,21.722,24.899,-12.098,24.931,12.163,0.65129,-0.0011267,1.2512,1.2525,45,8.2941e-6,9.8061,2.3889,4.1125e-6,-2.6679,-0.0031926,61.112,0,0.0012372,1.9705e-5,31.262,24.102,2.8643,0.073892,721284,0,0.12395,0.64297,0.65333,0.43167,0.090588,0.12071,0.53025,1.5194,-8.1769e-5,0,0,0,0,-2.67e-4,2.5,4.9087,79.59,3.4419e-4,NaN,14.86,1010.7,340.3,0.011985,0.067451,-1.2807e-5,0.65129
1.0782,22.019,24.755,-12.074,24.787,12.138,0.66637,-0.0011047,1.2662,1.2466,45,8.4861e-6,9.8061,2.4016,4.0673e-6,1.3246,-0.0036378,61.112,0,0.0012372,1.9705e-5,31.259,24.102,2.8629,0.073461,717064,0,0.12252,0.64296,0.65342,0.43167,0.09058,0.1207,0.53325,1.5267,-4.1975e-4,0,0,0,0,6.6596e-5,2.5,4.9087,79.578,1.2195e-4,NaN,14.86,1010.7,340.3,0.012068,0.06777,-1.2848e-5,0.66637
1.0902,22.317,24.609,-12.041,24.642,12.102,0.68174,-0.001083,1.281,1.2092,45,8.682e-6,9.8061,2.367,4.1026e-6,5.278,-0.0038756,61.112,0,0.0012372,1.9705e-5,31.268,24.102,2.8667,0.073029,712823,0,0.12103,0.64294,0.65312,0.43168,0.090571,0.12069,0.52507,1.5045,-3.331e-4,0,0,0,0,0.0010699,2.5,4.9087,79.618,-1.192e-4,NaN,14.85,1010.6,340.3,0.012392,0.06812,-1.2886e-5,0.68174
1.1026,22.621,24.46,-11.996,24.494,12.048,0.69771,-0.0010616,1.2956,1.1224,45,8.8854e-6,9.8061,2.2573,4.0901e-6,9.1811,-0.0043238,61.112,0,0.0012372,1.9705e-5,31.298,24.102,2.8786,0.072591,708527,0,0.11941,0.64293,0.65223,0.43168,0.090563,0.12069,0.49918,1.4336,-3.2207e-4,0,0,0,0,0.0032767,2.5,4.9087,79.71,-3.8698e-4,NaN,14.85,1010.6,340.3,0.013163,0.068414,-1.2927e-5,0.69771
1.1158,22.942,24.303,-11.927,24.338,11.963,0.71486,-0.0010401,1.3091,0.93071,45,9.1037e-6,9.8061,1.9862,4.1145e-6,12.925,-0.0037565,61.112,0,0.0012372,1.9705e-5,31.373,24.102,2.9085,0.072146,704167,0,0.11758,0.64291,0.6502,0.43168,0.090555,0.12068,0.43586,1.2608,3.7519e-4,0,0,0,0,0.0065742,2.5,4.9087,79.853,-6.5449e-4,NaN,14.85,1010.6,340.3,0.015153,0.068778,-1.2977e-5,0.71486
1.1309,23.309,24.123,-11.845,24.159,11.865,0.73479,-0.0010174,1.3214,0.68802,45,9.3575e-6,9.8061,1.624,4.2506e-6,16.542,-0.0048546,61.112,0,0.0012372,1.9705e-5,31.475,24.102,2.9493,0.071636,699172,0,0.1155,0.6429,0.64784,0.43169,0.090545,0.12067,0.35272,1.029,-4.5214e-4,0,0,0,0,0.010922,2.5,4.9087,80.082,-9.5541e-4,NaN,14.85,1010.5,340.3,0.018832,0.069137,-1.3048e-5,0.73479
1.1498,23.761,23.9,-11.744,23.938,11.75,0.75978,-9.9288e-4,1.3314,0.36852,45,9.6755e-6,9.8061,1.1179,4.1224e-6,19.893,-0.0063438,61.112,0,0.0012372,1.9705e-5,31.621,24.102,3.0077,0.071007,692998,0,0.11302,0.64288,0.64527,0.43169,0.090533,0.12066,0.23924,0.70343,-2.4435e-4,0,0,0,0,0.016077,2.5,4.9087,80.426,-0.0013282,NaN,14.85,1010.5,340.3,0.02804,0.0694,-1.3166e-5,0.75978
1.1778,24.427,23.573,-11.61,23.611,11.611,0.7972,-9.6452e-4,1.3354,0.0798,45,1.0152e-5,9.8061,0.3471,4.0671e-6,22.461,-0.01739,61.112,0,0.0012372,1.9705e-5,31.852,24.102,3.1002,0.070066,683776,0,0.10967,0.64285,0.64309,0.43169,0.090516,0.12064,0.07261,0.20396,4.2905e-4,0,0,0,0,0.02105,2.5,4.9087,81.028,-0.0017653,NaN,14.84,1010.4,340.29,0.04206,0.069637,-1.342e-5,0.7972
